IDENTIFIER	chrom	start	stop	symbol	is_refseq	refseq_id
10592503	9	40780744	40812669	Crtam	true	NM_019465
10592515	9	40821715	40965577	Ubash3b	true	NM_176860
10592531	9	41147519	41147624	10592531	false	NA
10592533	9	41293562	41293773	10592533	false	NA
10592535	9	41776572	41932372	Sorl1	true	NM_011436
10592585	9	42062260	42072339	Sc5d	true	NM_172769
10592593	9	42137705	42208012	Tecta	true	NM_009347
10592618	9	42220400	42280309	Tbcel	true	NM_173038
10592629	9	42328495	42752454	Grik4	true	NM_175481
10592652	9	42416941	42421150	9530085L02Rik	false	NA
10592655	9	42771926	42915322	Arhgef12	true	NM_027144
10592701	9	42916736	42924653	Tmem136	true	NM_001034863
10592705	9	42932954	43013838	Pou2f3	true	NM_011139
10592719	9	43029361	43047904	Oaf	true	NM_178644
10592725	9	43787048	43787317	Gm10688	false	NA
10592727	9	43874410	43921583	Rnf26	true	NM_153762
10592731	9	43933101	43942515	Gm10687	false	NA
10592734	9	43957345	44042129	Cbl	true	NM_007619
10592752	9	44055390	44059547	Pdzd3	true	NM_133226
10592763	9	44060800	44076481	Nlrx1	true	NM_178420
10592772	9	44081271	44096327	Abcg4	true	NM_138955
10592790	9	44102723	44113717	Hinfp	true	NM_172162
10592802	9	44117320	44128368	C2cd2l	true	NM_027909
10592816	9	44144344	44152261	Hmbs	true	NM_013551
10592830	9	44156175	44169753	Vps11	true	NM_027889
10592847	10	NA	NA	10592847	false	NM_010860
10592850	9	44211842	44215631	Trappc4	true	NM_021789
10592856	9	44218240	44226104	Ccdc84	true	NM_201372
10592870	9	44241448	44248951	Foxr1	true	NM_001033469
10592878	9	44260808	44262850	Upk2	true	NM_009476
10592886	9	44287328	44287687	Gm10023	false	NA
10592888	9	44319866	44334504	Cxcr5	true	NM_007551
10592891	9	44494389	44543277	Phldb1	true	NM_153537
10592917	9	44544896	44545030	10592917	false	NA
10592919	9	44549651	44575899	Arcn1	true	NM_145985
10592926	9	44601859	44607316	Tmem25	true	NM_027865
10592938	9	44607483	44611040	Ttc36	true	NM_138951
10592942	9	44611447	44689347	Mll1	true	NM_001081049
10592983	9	44721331	44728793	Atp5l	true	NM_013795
10592988	9	44731214	44773643	Ube4a	true	NM_145400
10593015	9	44777771	44788509	Cd3g	true	NM_009850
10593024	9	44806826	44817673	Cd3e	true	NM_007648
10593032	9	44915681	44918297	Amica1	true	NM_001005421
10593035	9	44980809	45012158	Tmprss4	true	NM_145403
10593050	9	45061921	45077229	Il10ra	true	NM_008348
10593058	9	45442789	45442895	10593058	false	NA
10593060	9	45575034	45631810	Cep164	true	NM_001081373
10593095	9	45600252	45602672	Cep164	true	NM_001081373
10593101	9	45644012	45645018	10593101	false	NA
10593103	9	45670840	45714970	Rnf214	true	NM_178709
10593123	9	45737711	45743981	Tagln	true	NM_011526
10593130	9	45745956	45763330	Sidt2	true	NM_172257
10593159	9	45773394	45792954	Pafah1b2	true	NM_008775
10593167	9	46038246	46038515	10593167	false	NA
10593169	9	46041134	46043380	Apoc3	true	NM_023114
10593174	9	46050786	46051505	Apoa4	true	NM_007468
10593177	9	46111444	46128069	4931429L15Rik	true	NM_183104
10593191	9	46438196	46438302	10593191	false	NA
10593193	9	46521310	46522241	10593193	false	NA
10593196	9	47608032	47608349	Gm10677	false	NA
10593198	9	48126089	48148880	Fam55b	true	NM_030069
10593205	9	48276617	48288716	Rexo2	true	NM_024233
10593213	9	48296807	48303410	Rbm7	true	NM_144948
10593219	9	48399982	48413258	Nnmt	true	NM_010924
10593225	9	48462402	48644050	Zbtb16	true	NM_001033324
10593233	9	48707319	48719141	Htr3a	true	NM_013561
10593245	9	48743113	48773095	Htr3b	true	NM_020274
10593258	9	48855716	48856387	10593258	false	NA
10593260	9	49223327	49235126	Ankk1	true	NM_172922
10593270	9	49245066	49294330	Ttc12	true	NM_172770
10593293	9	49313173	49606995	Ncam1	true	NM_001081445
10593318	9	49633974	49634080	10593318	false	NA
10593320	X	NA	NA	10593320	false	NM_052835
10593325	9	50329722	50336755	Pts	true	NM_011220
10593332	9	50341256	50363199	Bco2	true	NM_133217
10593347	9	50364924	50369430	Tex12	true	NM_025687
10593356	9	50404451	50411922	Sdhd	true	NM_025848
10593361	9	50413345	50425351	AU019823	true	NM_001134902
10593367	9	50442740	50467885	Dlat	true	NM_145614
10593384	9	50470857	50547552	Dixdc1	true	NM_178118
10593413	9	50547796	50554626	2310030G06Rik	false	NA
10593418	9	50559183	50560398	Hspb2	true	NM_024441
10593421	9	50570933	50576257	1110032A03Rik	true	NM_023483
10593430	9	50700904	50817178	Sik2	true	NM_178710
10593449	9	50865411	50885159	Layn	true	NM_001033534
10593460	9	50889220	50910183	4833427G06Rik	false	NA
10593469	9	50911139	50911215	Mir34c	false	NA
10593471	9	50911667	50911750	Mir34b	false	NA
10593473	9	51097907	51103101	1810046K07Rik	true	NM_027217
10593478	9	51647612	51683908	9230115E21Rik	false	NA
10593483	9	51751412	51771659	Fdx1	true	NM_007996
10593490	6	NA	NA	10593490	false	NM_008084
10593492	9	51923490	51934770	Zc3h12c	true	NM_001162921
10593497	9	51951776	51952351	Zc3h12c	true	NM_001162921
10593499	9	52482515	52487542	AI593442	true	NM_178906
10593508	9	52906740	53056196	Ddx10	true	NM_029936
10593526	9	53247473	53342072	Atm	true	NM_007499
10593589	9	53383681	53384070	Gm9963	false	NA
10593591	9	53388627	53418455	Acat1	true	NM_144784
10593605	9	53424975	53475582	Cul5	true	NM_027807
10593628	9	53492215	53514337	Rab39	true	NM_175562
10593634	9	53759267	53823108	Elmod1	true	NM_177769
10593646	9	53873415	53923976	Tnfaip8l3	true	NM_001033535
10593652	9	54013744	54041243	Cyp19a1	true	NM_007810
10593664	9	54116385	54149377	10593664	false	NA
10593668	9	54213088	54215752	Dmxl2	true	NM_172771
10593671	9	54217015	54349244	Dmxl2	true	NM_172771
10593713	9	54392603	54407994	Cib2	true	NM_019686
10593723	9	54452697	54509692	Acsbg1	true	NM_053178
10593740	9	54564960	54582335	Wdr61	true	NM_001025375
10593751	9	54798037	54798805	AY074887	true	NM_145229
10593756	9	54854250	54874366	Chrna3	true	NM_145129
10593767	9	54875963	54896397	Chrnb4	true	NM_148944
10593776	9	55069105	55131394	Nrg4	true	NM_032002
10593789	9	55302315	55360050	Etfa	true	NM_145615
10593799	9	55398057	55767412	Scaper	true	NM_001081341
10593832	9	55403429	55403519	10593832	false	NA
10593834	9	55810396	55828739	Rfpl3s	true	NM_183111
10593842	9	55979530	56008855	Tspan3	true	NM_019793
10593856	9	56048938	56265845	C230081A13Rik	true	NM_172924
10593865	9	56071524	56071633	LOC236598	false	NA
10593867	9	56466282	56533060	Lingo1	true	NM_181074
10593872	9	56696466	56699770	Odf3l1	true	NM_198673
10593878	9	56765007	56776178	Snx33	true	NM_175483
10593882	9	56904790	56904933	10593882	false	NA
10593884	9	56905010	56919763	Ptpn9	true	NM_019651
10593887	9	56990605	56996019	Neil1	true	NM_028347
10593903	9	57002842	57006064	Commd4	true	NM_025417
10593913	9	57098950	57110406	1700017B05Rik	true	NM_028820
10593918	9	57260460	57287921	Ppcdc	true	NM_176831
10593927	9	57289134	57315831	Scamp5	true	NM_020270
10593937	9	57392068	57400559	Mpi	true	NM_025837
10593947	9	57447792	57454058	Cplx3	true	NM_146223
10593953	9	57454840	57468568	Lman1l	true	NM_199222
10593966	9	57474453	57493045	Csk	true	NM_007783
10593981	9	57524744	57531462	Cyp1a2	true	NM_009993
10593988	9	57598516	57613667	Clk3	true	NM_007713
10594001	9	57638160	57684513	Arid3b	true	NM_019689
10594015	9	57876484	57966551	Ccdc33	true	NM_029212
10594044	9	58004074	58006949	Islr	true	NM_012043
10594048	9	58044104	58049945	Islr2	true	NM_001161535
10594053	9	58065889	58097593	Pml	true	NM_178087
10594066	9	58135538	58161004	Loxl1	true	NM_010729
10594080	9	58207511	58218262	Tbc1d21	true	NM_028854
10594092	9	58371930	58388748	Cd276	true	NM_133983
10594103	9	58500686	58589364	2410076I21Rik	true	NM_028598
10594110	9	58722486	58884248	Neo1	true	NM_008684
10594142	4	NA	NA	10594142	false	NM_025919
10594144	9	59169773	59201267	Bbs4	true	NM_175325
10594161	9	59240403	59334421	Arih1	true	NM_019927
10594177	9	59366474	59373308	Tmem202	true	NM_178388
10594183	9	59582070	59598445	Senp8	true	NM_001172068
10594186	9	59614519	59615010	10594186	false	NA
10594188	9	59790578	59797886	Nr2e3	true	NM_013708
10594199	9	59817516	60358842	Thsd4	true	NM_001040426
10594221	9	60416672	60535931	Lrrc49	true	NM_145616
10594241	9	60669662	60686007	Gm9869	false	NA
10594246	9	61218845	61219249	Gm10655	false	NA
10594248	9	61761091	61762349	Rplp1	true	NM_018853
10594251	9	61765289	61794564	Kif23	true	NM_024245
10594277	9	61801545	61874597	Paqr5	true	NM_028748
10594289	9	61905055	61970417	Glce	true	NM_033320
10594297	9	62118536	62129994	Spesp1	true	NM_025721
10594301	9	62267299	62384851	Coro2b	true	NM_175484
10594315	9	62639628	62659409	Fem1b	true	NM_010193
10594320	17	NA	NA	10594320	false	NM_008503
10594322	9	62727884	62828686	Pias1	true	NM_019663
10594340	9	62985981	62998323	Skor1	true	NM_172446
10594353	9	63011575	63225659	Map2k5	true	NM_011840
10594377	9	63242254	63247046	2300009A05Rik	true	NM_027090
10594381	9	63269264	63450290	Iqch	true	NM_030068
10594404	9	63494574	63605801	Smad3	true	NM_016769
10594418	9	63800924	63869866	Smad6	true	NM_008542
10594426	9	63984951	64020738	Zwilch	true	NM_026507
10594447	9	64033588	64101412	Map2k1	true	NM_008927
10594460	9	64154565	64188997	Dis3l	true	NM_001001295
10594480	9	64563107	64585563	Rab11a	true	NM_017382
10594490	9	64770666	64799414	Slc24a1	true	NM_144813
10594501	9	64834790	64869520	Ptplad1	true	NM_021345
10594513	9	65044379	65044494	10594513	false	NA
10594515	9	65049533	65049648	10594515	false	NA
10594517	9	65238083	65239342	Kbtbd13	true	NM_028974
10594519	9	65260560	65270580	Ostb	true	NM_178933
10594524	9	65349260	65367990	Ankdd1a	false	NA
10594538	9	65399491	65399898	Plekho2	false	NA
10594540	9	65402191	65427847	Plekho2	true	NM_153119
10594549	9	65447874	65448080	Gm10144	false	NA
10594551	9	65543269	65643165	Zfp609	true	NM_172536
10594561	9	65680032	65756593	Trip4	true	NM_019797
10594582	9	65912983	65917538	Snx22	true	NM_001025612
10594590	9	65935934	65972693	Snx1	true	NM_019727
10594607	9	66208448	66208549	10594607	false	NA
10594609	9	66356266	66362396	Fbxl22	true	NM_175206
10594613	9	66365688	66440896	Usp3	true	NM_144937
10594631	9	66623294	66643262	Aph1b	true	NM_177583
10594636	16	NA	NA	10594636	false	NM_025800
10594638	9	66662801	66682513	Aph1c	true	NM_026674
10594645	9	66691471	66767494	Rab8b	true	NM_173413
10594652	9	66803196	66823291	Lactb	true	NM_030717
10594661	9	66870400	66897069	Tpm1	true	NM_001164248
10594679	9	67068461	67276610	Tln2	true	NM_001081242
10594745	9	67084458	67084542	Mir190	false	NA
10594747	9	67606520	67608037	C2cd4b	true	NM_001081314
10594750	9	67678562	67679230	C2cd4a	true	NM_001163143
10594752	2	NA	NA	10594752	false	NM_013721
10594754	9	69605559	69608692	Foxb1	true	NM_022378
10594758	9	69881349	69884571	Gcnt3	true	NM_028087
10594762	9	69937117	69989364	Fam81a	true	NM_029784
10594774	9	70255496	70269361	Ccnb2	true	NM_007630
10594785	9	70273236	70351532	Rnf111	true	NM_033604
10594798	9	70369405	70369511	10594798	false	NA
10594800	9	70451369	70451551	Fam63b	true	NM_172772
10594802	9	70452359	70504965	Fam63b	true	NM_172772
10594812	9	70645933	70782615	Lipc	true	NM_008280
10594825	9	70958466	71011096	Aqp9	true	NM_022026
10594835	9	71326251	71333744	Grinl1a	true	NM_178602
10594840	9	71352154	71440167	Gcom1	true	NM_001033208
10594855	9	71474314	71619409	Cgnl1	true	NM_026599
10594879	9	71693533	71959610	Tcf12	true	NM_011544
10594904	8	NA	NA	10594904	false	NM_019883
10594907	2	NA	NA	10594907	false	NM_013721
10594909	9	72233069	72233404	Gm10641	false	NA
10594911	9	72306386	72358729	Tex9	true	NM_009359
10594928	9	72856288	72887506	Pigb	true	NM_018889
10594946	17	NA	NA	10594946	false	NM_018730
10594948	9	73328683	73426303	Unc13c	true	NM_001081153
10594963	9	73476956	73477041	Unc13c	true	NM_001081153
10594965	9	73486859	73486992	Unc13c	true	NM_001081153
10594967	9	73513345	73513473	Unc13c	true	NM_001081153
10594969	9	73515365	73515454	Unc13c	true	NM_001081153
10594971	9	73517299	73517368	Unc13c	true	NM_001081153
10594973	9	73528251	73781374	Unc13c	true	NM_001081153
10594986	18	NA	NA	10594986	false	NM_001002239
10594988	9	75234708	75257821	Mapk6	true	NM_015806
10594998	9	75288929	75289459	Leo1	true	NM_001039522
10595000	9	75345587	75407464	Tmod3	true	NM_016963
10595013	9	75413428	75459132	Tmod2	true	NM_016711
10595033	9	75491173	75531824	Scg3	true	NM_009130
10595046	9	75541460	75542466	10595046	false	NA
10595048	9	75818722	75818834	10595048	false	NA
10595050	9	76011909	76061464	Gfral	true	NM_205844
10595059	9	76073687	76171385	Hcrtr2	true	NM_198962
10595070	9	76338512	76414922	Fam83b	false	NA
10595079	9	76620997	76621331	10595079	false	NA
10595081	9	76799505	76893556	Tinag	true	NM_012033
10595094	9	76949892	77195647	2310046A06Rik	true	NM_027150
10595109	9	77278630	77392677	Lrrc1	true	NM_001146048
10595126	9	77929304	77956434	Fbxo9	true	NM_023605
10595140	9	78023110	78023440	Rn7sk	false	NA
10595142	9	78160423	78161248	Omt2a	true	NM_001111286
10595145	9	78169106	78170164	10595145	false	NA
10595148	9	78178826	78194957	Gsta2	true	NM_008182
10595156	9	78214859	78215963	Dppa5a	true	NM_025274
10595159	9	78225212	78226395	Ooep	true	NM_026480
10595165	9	78236723	78237277	10595165	false	NA
10595169	9	78243384	78243965	Ddx43	true	NM_001191044
10595171	9	78278325	78291044	E330016A19Rik	false	NA
10595183	9	78326260	78329507	Eef1a1	true	NM_010106
10595189	9	78384313	78435912	Slc17a5	true	NM_172773
10595202	9	78614914	78638501	10595202	false	NA
10595205	19	NA	NA	10595205	false	NM_026120
10595209	9	79294568	79294705	Gm10635	false	NA
10595211	9	79446798	79566485	Col12a1	true	NM_007730
10595280	9	79603048	79607660	Cox7a2	true	NM_009945
10595288	9	79616748	79641237	Tmem30a	true	NM_133718
10595298	9	79652994	79825534	Filip1	true	NM_001081243
10595306	9	80160894	80359088	Impg1	true	NM_022016
10595324	9	81524944	81526222	Htr1b	true	NM_010482
10595327	9	82763929	82869015	Phip	true	NM_001081216
10595371	9	83003551	83040212	Hmgn3	true	NM_026122
10595382	9	83284962	83334705	Lca5	true	NM_027448
10595392	9	83672299	83699844	Elovl4	true	NM_148941
10595400	9	84866697	84869679	10595400	false	NA
10595402	9	85215220	85215369	Fam46a	true	NM_001160378
10595404	9	85218064	85220375	Fam46a	true	NM_001160378
10595407	9	85580968	85642912	Ibtk	true	NM_001081282
10595439	9	85665958	85666087	10595439	false	NA
10595441	2	NA	NA	10595441	false	NM_013721
10595443	9	85713848	85737738	Tpbg	false	NA
10595447	9	86129056	86210253	10595447	false	NA
10595452	9	86200841	86358523	Ube2cbp	true	NM_027394
10595466	9	86446083	86465434	Pgm3	true	NM_028352
10595480	9	86474983	86589834	Me1	true	NM_008615
10595496	9	86659232	86775489	Snap91	true	NM_013669
10595529	9	87087561	87150123	4922501C03Rik	true	NM_199316
10595560	9	87599034	87626095	Tbx18	true	NM_023814
10595570	5	NA	NA	10595570	false	NM_178766
10595573	9	88271590	88333774	Snx14	true	NM_172926
10595604	9	88344576	88377235	Syncrip	true	NM_019796
10595614	9	88415890	88417721	2810026P18Rik	false	NA
10595620	9	88416367	88416438	10595620	false	NA
10595622	9	88416635	88416706	10595622	false	NA
10595624	9	88421498	88421632	10595624	false	NA
10595626	9	88493186	88493257	10595626	false	NA
10595630	9	88583443	88614358	Gm2382	true	NM_001128601
10595633	9	88618125	88626708	Bcl2a1d	true	NM_007536
10595636	9	88752531	88752602	10595636	false	NA
10595638	9	89007949	89072725	4921528I07Rik	false	NA
10595657	9	89484867	89517824	AF529169	true	NM_153509
10595664	9	89594043	89599829	Tmed3	true	NM_025360
10595668	9	89623087	89633313	Ankrd34c	true	NM_207260
10595671	9	89697098	89697166	Mir184	false	NA
10595673	9	89986507	90009600	Morf4l1	true	NM_001039147
10595680	9	90096885	90165607	Tbc1d2b	true	NM_194334
10595695	9	91255183	91260637	Zic1	true	NM_009573
10595702	9	94371756	94438500	1190002N15Rik	true	NM_001033145
10595718	9	95304516	95307141	Chst2	true	NM_018763
10595723	9	95360821	95412415	2610101N10Rik	true	NM_001114977
10595753	9	95607046	95650777	Trpc1	true	NM_011643
10595768	9	95653065	95745679	Pls1	true	NM_001033210
10595787	9	95755969	95758739	Atr	true	NM_019864
10595793	9	96233092	96264734	Atp1b3	true	NM_007502
10595798	9	96336202	96338557	BC043934	false	NA
10595803	9	96371372	96379017	Rnf7	true	NM_011279
10595805	9	96439719	96531922	Rasa2	true	NM_053268
10595831	9	96585855	96632094	Zbtb38	true	NM_175537
10595836	9	96647700	96653146	E030011O05Rik	false	NA
10595840	9	96723507	96789848	Acpl2	true	NM_153420
10595848	9	96843901	96919237	Spsb4	true	NM_145134
10595856	9	96976016	97011460	Slc25a36	true	NM_138756
10595863	9	97249981	97270377	Trim42	true	NM_030219
10595871	9	97344814	97933586	Clstn2	true	NM_022319
10595892	9	98086946	98087571	2610303G11Rik	false	NA
10595895	9	98462648	98464011	4930579K19Rik	false	NA
10595900	9	98489149	98502078	Mrps22	true	NM_025485
10595909	9	98773479	98774335	10595909	false	NA
10595911	9	98853187	98854080	Foxl2os	false	NA
10595914	9	98907384	98936109	Gm1123	true	NM_001080776
10595924	9	98938821	99040506	Pik3cb	true	NM_029094
10595948	9	99129897	99136778	Gm6432	false	NA
10595953	9	99210389	99258949	Esyt3	true	NM_177775
10595979	9	99286225	99286571	Mras	true	NM_008624
10595981	9	99288347	99337123	Mras	true	NM_008624
10595990	9	99380514	99469318	Armc8	true	NM_028768
10596014	9	99591218	99617686	Cldn18	true	NM_019815
10596023	9	99774644	99776093	Sox14	true	NM_011440
10596027	9	100358140	100367294	Il20rb	true	NM_001033543
10596034	9	100366127	100386804	Il20rb	true	NM_001033543
10596041	9	100366632	100366782	Il20rb	true	NM_001033543
10596043	9	100395422	100446553	Nck1	true	NM_010878
10596051	9	100452797	100454035	Tmem22	true	NM_001101483
10596053	9	100882451	100935294	Pccb	true	NM_025835
10596070	9	100975121	100975381	10596070	false	NA
10596072	9	101009073	101154125	Ppp2r3a	true	NM_001161362
10596093	9	101350827	101351672	Gm5161	false	NA
10596095	9	101824458	102256963	Ephb1	true	NM_173447
10596115	9	102248674	102249156	Ephb1	false	NA
10596117	9	102488299	102488601	Cep63	false	NA
10596119	9	102489016	102522055	Cep63	true	NM_001081122
10596135	9	102913747	102913849	10596135	false	NA
10596137	9	103090363	103104416	Srprb	true	NM_009275
10596148	9	103111204	103132616	Trf	true	NM_133977
10596166	9	103152857	103190627	1300017J02Rik	true	NM_027918
10596185	9	103255431	103268003	Cdv3	true	NM_175565
10596190	9	103327254	103382658	Bfsp2	true	NM_001002896
10596200	9	103386766	103664130	Tmem108	true	NM_178638
10596207	9	103949479	103965451	Uba5	true	NM_025692
10596222	9	103986487	104029263	Ccrl1	true	NM_145700
10596231	9	104053930	104089993	Dnajc13	true	NM_001163026
10596255	9	104091374	104091575	Dnajc13	true	NM_001163026
10596257	9	104092651	104092805	Dnajc13	true	NM_001163026
10596259	9	104094436	104094481	Dnajc13	true	NM_001163026
10596261	9	104094944	104095098	Dnajc13	true	NM_001163026
10596263	9	104098353	104098437	Dnajc13	true	NM_001163026
10596265	9	104099489	104099691	Dnajc13	true	NM_001163026
10596267	9	104100960	104101064	Dnajc13	true	NM_001163026
10596269	9	104102767	104102868	Dnajc13	true	NM_001163026
10596271	9	104104218	104104280	Dnajc13	true	NM_001163026
10596273	9	104105502	104105661	Dnajc13	true	NM_001163026
10596275	9	104105745	104105848	Dnajc13	true	NM_001163026
10596277	9	104110083	104110236	Dnajc13	true	NM_001163026
10596279	9	104111635	104111717	Dnajc13	true	NM_001163026
10596281	9	104115091	104165140	Dnajc13	true	NM_001163026
10596303	9	104190570	104240052	Acpp	true	NM_019807
10596318	9	105031976	105034135	Nudt16	true	NM_029385
10596322	9	105045674	105047412	1700080E11Rik	true	NM_028562
10596327	9	105064797	105297573	Nek11	true	NM_172461
10596347	9	105305828	105423477	Atp2c1	true	NM_175025
10596377	9	105447796	105448159	10596377	false	NA
10596379	X	NA	NA	10596379	false	NM_052835
10596381	9	105575740	105575881	10596381	false	NA
10596383	9	105598081	105660699	Col6a6	true	NM_001102607
10596394	9	105676442	105711978	Col6a6	true	NM_172927
10596403	9	105765082	105784343	Gm7455	true	NM_001167923
10596409	9	105801053	105842676	Gm7455	true	NM_001167923
10596428	9	105892796	105902911	Col6a4	true	NM_026763
10596433	9	106055188	106060469	Glyctk	true	NM_174846
10596442	9	106096503	106101606	Ppm1m	true	NM_198931
10596454	9	106136258	106150187	Alas1	true	NM_020559
10596465	9	106335321	106340567	Acy1	true	NM_025371
10596481	9	106342385	106349967	Abhd14a	true	NM_001110271
10596489	9	106366978	106368058	Gpr62	true	NM_001159652
10596492	9	106372684	106378982	Parp3	true	NM_145619
10596506	9	106427493	106429524	4930517N10Rik	false	NA
10596509	9	106445717	106463962	Iqcf3	true	NM_026645
10596517	9	106470650	106473327	Iqcf4	true	NM_026090
10596521	9	106547216	106558413	Grm2	true	NM_001160353
10596533	9	106561077	106588246	Tex264	true	NM_011573
10596543	9	106591979	106592290	Rad54l2	true	NM_030730
10596545	9	106594572	106691416	Rad54l2	true	NM_030730
10596568	9	106783842	106784198	Rbm15b	false	NA
10596570	9	106786327	106789387	Rbm15b	true	NM_175402
10596575	9	106789746	106794361	Manf	true	NM_029103
10596583	9	106797711	107134190	Dock3	true	NM_153413
10596637	9	107157258	107192208	Mapkapk3	true	NM_178907
10596652	9	107230034	107240626	Hemk1	true	NM_133984
10596664	9	107441342	107444449	Cyb561d2	true	NM_019720
10596671	9	107461141	107470743	Rassf1	true	NM_019713
10596675	9	107495867	107499371	BY080835	true	NM_001081244
10596680	9	107500446	107511572	Sema3b	true	NM_001042779
10596704	9	107516456	107537673	Gnai2	true	NM_008138
10596718	9	107553486	107571299	Slc38a3	true	NM_023805
10596737	9	107576805	107581946	Gnat1	true	NM_008140
10596747	9	107583833	107612806	Sema3f	true	NM_011349
10596769	9	107642702	107673318	Rbm5	true	NM_148930
10596796	9	107675891	107775152	Rbm6	true	NM_029169
10596810	9	107774578	107774810	Rbm6	false	NA
10596812	9	107886557	107888210	6230427J02Rik	true	NM_026597
10596815	9	107954003	107981632	Rnf123	true	NM_032543
10596857	9	107987744	107996797	Apeh	true	NM_146226
10596880	9	107998354	108092589	Bsn	true	NM_007567
10596893	9	108108265	108166255	Dag1	true	NM_010017
10596900	9	108205289	108208282	Tcta	true	NM_133986
10596904	9	108305973	108330815	Ccdc36	true	NM_001135198
10596912	9	108349967	108363912	Klhdc8b	true	NM_030075
10596925	9	108468196	108469713	Ndufaf3	true	NM_023247
10596931	9	108474642	108481070	Wdr6	true	NM_031392
10596940	9	108481157	108499931	P4htm	true	NM_028944
10596951	9	108505273	108551711	Arih2	true	NM_011790
10596958	9	108641084	108641189	10596958	false	NA
10596960	9	108960446	108962244	Trex1	true	NM_001012236
10596967	9	108962261	108976625	Atrip	true	NM_172774
10596982	9	108980502	108984895	Ccdc72	true	NM_183250
10596988	9	108997777	109000310	Plxnb1	true	NM_172775
10596990	9	109041963	109064536	Fbxw21	true	NM_177069
10597000	9	109081741	109098489	Fbxw13	true	NM_177598
10597011	9	109119946	109137238	Fbxw20	true	NM_001008428
10597020	9	109173639	109190190	Fbxw14	true	NM_015793
10597031	9	109280914	109306810	Fbxw22	true	NM_001014395
10597036	9	109334830	109398368	Fbxw19	true	NM_177703
10597052	9	109455116	109470776	Fbxw15	true	NM_199036
10597064	9	109503630	109528562	Fbxw24	true	NM_001013776
10597074	9	109537224	109537309	10597074	false	NA
10597076	9	109579248	109605214	Fbxw18	true	NM_001033794
10597088	9	109620080	109648603	Fbxw26	true	NM_198674
10597095	9	109730457	109735216	3000002C10Rik	false	NA
10597098	9	109749897	109751970	Camp	true	NM_009921
10597103	9	109986824	110019807	Dhx30	true	NM_133347
10597132	9	110024183	110024320	10597132	false	NA
10597134	9	110276820	110277203	Scap	true	NM_001001144
10597136	9	110287593	110310621	Ptpn23	true	NM_001081043
10597162	9	110328431	110379198	Klhl18	true	NM_177771
10597173	9	110523639	110526897	Nradd	true	NM_026012
10597182	9	110527299	110556469	Nbeal2	true	NM_183276
10597239	9	110624624	110649626	Pth1r	true	NM_011199
10597258	9	110768215	110782587	Tmie	true	NM_146260
10597266	9	110797764	110798126	Als2cl	true	NM_001146060
10597268	9	110842107	110848598	Tdgf1	true	NM_011562
10597273	9	110887439	110892217	Rtp3	true	NM_153100
10597279	9	110956973	110960010	Ccrl2	true	NM_017466
10597288	9	111130759	111174066	Mlh1	true	NM_026810
10597309	9	111463938	111592730	Stac	true	NM_016853
10597323	9	111967762	112137345	Arpp21	true	NM_033264
10597352	9	112021136	112021219	Mir128-2	false	NA
10597354	9	113562373	113617347	Pdcd6ip	true	NM_001164677
10597377	9	113885825	113935858	Fbxl2	true	NM_178624
10597395	9	114148002	114226146	4921528I07Rik	false	NA
10597413	9	114284256	114299788	Crtap	true	NM_019922
10597420	9	114399434	114405662	Ccr4	true	NM_009916
10597427	9	114420386	114473487	Trim71	true	NM_001042503
10597432	9	114494996	114549292	Cnot10	true	NM_153585
10597459	9	114556745	114557153	10597459	false	NA
10597461	9	114665954	114690967	Cmtm7	true	NM_133978
10597470	9	114698463	114753270	Cmtm8	true	NM_027294
10597477	9	114808460	114843066	Gpd1l	true	NM_175380
10597490	3	NA	NA	10597490	false	NM_027015
10597493	9	115151588	115219539	Stt3b	true	NM_024222
10597511	9	115346818	115347699	Gm5921	false	NA
10597513	9	115535718	115535836	10597513	false	NA
10597515	16	NA	NA	10597515	false	NM_024218
10597518	9	115993411	116084407	Tgfbr2	true	NM_009371
10597531	9	116486398	117261683	Rbms3	true	NM_001172123
10597554	9	117833440	117923335	Zcwpw2	false	NA
10597564	9	117973640	118059198	Cmc1	true	NM_026442
10597571	9	118376009	118376182	10597571	false	NA
10597573	11	NA	NA	10597573	false	NM_011508
10597575	9	118980645	119002620	Plcd1	true	NM_019676
10597592	9	119057161	119066211	Acaa1b	true	NM_146230
10597598	9	119078574	119099511	Slc22a14	true	NM_001037749
10597612	9	119102059	119118216	Slc22a13	true	NM_133980
10597619	9	119129609	119140810	9330176C04Rik	false	NA
10597627	9	119147556	119231528	Oxsr1	true	NM_133985
10597648	9	119245052	119249158	Myd88	true	NM_010851
10597656	9	119392529	119488134	Scn5a	true	NM_021544
10597686	9	119517585	119603478	Scn10a	true	NM_009134
10597714	9	119662877	119734574	Scn11a	true	NM_011887
10597743	9	119810734	119977401	Cx3cr1	true	NM_009987
10597748	9	119834791	119846676	Gorasp1	true	NM_028976
10597758	9	119880281	119893776	Csrnp1	true	NM_153287
10597764	9	119922873	119932687	Xirp1	true	NM_011724
10597770	9	120042581	120045447	Gm5922	false	NA
10597773	9	120700578	120700903	10597773	false	NA
10597775	9	120869386	121186315	Ulk4	true	NM_177589
10597817	9	121398942	121404780	Cck	true	NM_031161
10597823	9	121486961	121551214	Lyzl4	true	NM_026915
10597833	9	121590377	121614147	Sec22c	true	NM_178677
10597841	9	121693134	121701502	Hhatl	true	NM_029095
